Indian_medicinal_plant,Plant_part,IMPPAT_Phytochemical_identifier,Phytochemical_name,References
Curcuma longa,rhizome,IMPHY012075,Carvone,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY012147,beta-Pinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY012152,alpha-Fenchol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY012160,alpha-Terpineol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY012165,Sabinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY012279,alpha-Curcumene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY012381,ar-Turmerone,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY012402,Campesterol,"ISBN:9788172362140, ISBN:9788185042084"
Curcuma longa,rhizome,IMPHY012587,tau-Cadinol,DOI:10.1080/10412905.2005.9698993
Curcuma longa,rhizome,IMPHY012589,"3-(1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene","DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY012665,Levomenol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY012667,Caryophyllene oxide,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY012739,(Z)-beta-Ocimene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY012907,trans-Sesquisabinene hydrate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY012920,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, cis-","DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY012921,gamma-Elemene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY013093,delta-Elemene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY013210,Isoprocurcumenol,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY014179,"(1E,4E)-1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)-1,4-pentadiene-3-one",ISBN:9788185042145
Curcuma longa,rhizome,IMPHY014466,"1,7-Bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one",ISBN:9788172362133
Curcuma longa,rhizome,IMPHY014602,"Bisabola-3,10-diene-2-one",ISBN:9788172362133
Curcuma longa,rhizome,IMPHY014802,alpha-Atlantone,"DOI:10.1002/ffj.2730070105, ISBN:9788172362133, ISBN:9788185042145"
Curcuma longa,rhizome,IMPHY014811,alpha-Phellandrene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY014831,beta-Caryophyllene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2011.9712275, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY014833,beta-Himachalene,DOI:10.1080/0972060x.2019.1599734
Curcuma longa,rhizome,IMPHY014835,(E)-beta-ocimene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY014836,beta-Sitosterol,"ISBN:9788172362133, ISBN:9788172362140, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY014842,Stigmasterol,"ISBN:9788172362133, ISBN:9788172362140, ISBN:9788185042084"
Curcuma longa,rhizome,IMPHY014852,Camphene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY014863,cis-alpha-Bergamotene,DOI:10.1080/10412905.2002.9699843
Curcuma longa,rhizome,IMPHY014866,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate, cis-",DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY014876,7-epi-cis-Sesquisabinene hydrate,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY014906,Cedrelanol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY014907,6-Epi-beta-bisabolol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY014923,Geraniol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734"
Curcuma longa,rhizome,IMPHY014988,Limonene,"DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY014989,trans-Linalool oxide,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY015022,Nerolidol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY015062,(+)-cis-Sabinol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY015063,Sabinyl acetate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY015095,"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, trans-","DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY016012,Allo-Aromadendrene,DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY016014,Isobornyl acetate,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY016053,Viridiflorol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY016054,trans-alpha-Bergamotene,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY017883,"(4S,5S)-Germacrone-4,5-epoxide",ISBN:9788172362133
Curcuma longa,rhizome,IMPHY017919,Ar-dihydro-turmerone,DOI:10.1080/10412905.2002.9699843
Curcuma longa,root,IMPHY012589,"3-(1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene",ISBN:9788185042145
Curcuma longa,whole plant,IMPHY007574,Curcumin,ISBN:9788172361266
Curcuma longa,,IMPHY000073,"2-Hepten-4-one, 6-(2-hydroxy-4-methylphenyl)-2-methyl-",ISBN:9788172362140
Curcuma longa,,IMPHY001107,"(1E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hept-1-ene-3,5-dione","ISBN:9788171360536, ISBN:9788172362140"
Curcuma longa,,IMPHY001430,"Bicyclo(4.1.0)heptan-3-one, 1-methyl-4-(1-methylethylidene)-7-(3-oxobutyl)-, (1S,6R,7R)-","ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY001611,Turmeronol A,ISBN:9788172362140
Curcuma longa,,IMPHY002581,Procurcumadiol,"ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY002626,"(6Z)-6,10-dimethyl-3-propan-2-ylidenecyclodec-6-ene-1,4-dione","ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY002893,Bisacurone,ISBN:9788185042145
Curcuma longa,,IMPHY003392,Butylated hydroxytoluene,ISBN:9780387706375
Curcuma longa,,IMPHY003536,Eugenol,ISBN:9788172362140
Curcuma longa,,IMPHY003768,"4,10-Epizedoarondiol",ISBN:9788185042145
Curcuma longa,,IMPHY004129,Demethoxycurcumin,"ISBN:9788171360536, ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY004192,Piperine,PMID:27529277
Curcuma longa,,IMPHY004288,Epiprocurcumenol,"ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY004315,Procurcumenol,"ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY004928,Bisdemethoxycurcumin,"ISBN:9788171360536, ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY005042,Bisacumol,ISBN:9788185042145
Curcuma longa,,IMPHY005088,2-Methylisoborneol,DOI:10.15482/usda.adc/1239279
Curcuma longa,,IMPHY005798,Curlone,"ISBN:9788172362140, ISBN:9788185042114"
Curcuma longa,,IMPHY006214,"Germacr-1(10)-ene-5,8-dione",ISBN:9788172362140
Curcuma longa,,IMPHY006362,Ascorbic acid,ISBN:9780387706375
Curcuma longa,,IMPHY006549,Cyclocurcumin,ISBN:9788172362140
Curcuma longa,,IMPHY006933,2-(Hydroxymethyl)anthraquinone,ISBN:9788172362140
Curcuma longa,,IMPHY007097,"(1E,4E)-1,5-bis(4-hydroxy-3-methoxyphenyl)penta-1,4-dien-3-one",DOI:10.15482/usda.adc/1239279
Curcuma longa,,IMPHY007488,Tetrahydrobisdemethoxydiferuloylmethane,DOI:10.15482/usda.adc/1239279
Curcuma longa,,IMPHY007574,Curcumin,"Clinical Studies of Certain Ayurvedic Formulations in the Management of VY?NABALA VAI?AMYA (Essential Hypertension), ISBN:9788172360481, ISBN:9788185042114,PMID:17400527,PMID:21804251,PMID:24260564,PMID:24367241,PMID:24568335,PMID:25584520,PMID:25598799,PMID:25878374,PMID:26278015,PMID:26345201,PMID:26748069,PMID:27107245,PMID:27208389,PMID:27766103,PMID:28043027,PMID:28068085,PMID:28152102,PMID:28288756,PMID:28336172,PMID:28669709"
Curcuma longa,,IMPHY008937,Vitamin E,ISBN:9780387706375
Curcuma longa,,IMPHY010072,Eucalyptol,"DOI:10.15482/usda.adc/1239279, ISBN:9788172362140,PMID:11938917"
Curcuma longa,,IMPHY010541,1-Bisabolone,"ISBN:9788172362140, ISBN:9788185042145"
Curcuma longa,,IMPHY010676,(+)-Curcumenol,ISBN:9788185042145
Curcuma longa,,IMPHY011087,alpha-Turmerone,"ISBN:9788172362140, ISBN:9788185042114, ISBN:9788185042145"
Curcuma longa,,IMPHY011563,Curzerenone,ISBN:9788172362140
Curcuma longa,,IMPHY011590,d-Borneol,ISBN:9788172362140
Curcuma longa,,IMPHY011745,Zingiberene,ISBN:9788172362140
Curcuma longa,,IMPHY012036,Camphor,ISBN:9788172362140
Curcuma longa,,IMPHY012058,Linalool,ISBN:9788172362140
Curcuma longa,,IMPHY012061,alpha-Pinene,ISBN:9788172362140
Curcuma longa,,IMPHY012147,beta-Pinene,ISBN:9788172362140
Curcuma longa,,IMPHY012279,alpha-Curcumene,"ISBN:9788172362140,PMID:11938917"
Curcuma longa,,IMPHY012381,ar-Turmerone,"ISBN:9788172362140, ISBN:9788185042114, ISBN:9788185042145"
Curcuma longa,,IMPHY013073,Oleoresin tumeric,ISBN:9788172360481
Curcuma longa,,IMPHY013210,Isoprocurcumenol,ISBN:9788185042114
Curcuma longa,,IMPHY014831,beta-Caryophyllene,ISBN:9788172362140
Curcuma longa,,IMPHY014852,Camphene,ISBN:9788172362140
Curcuma longa,,IMPHY014988,Limonene,ISBN:9788172362140
